input_part,output_answer,similarity
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능 요즘 핫하던데",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",답변 실패,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",딥러닝,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 마지막으로 딥러닝은 인공신경망으로 AI를 만들어서 성능을 높이는 거야",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝이랑 딥러닝 차이 없는 것 같은데",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능이랑 머신러닝이랑 딥러닝 이거 차이점이 대체 뭐지",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 아 그 뭐였더라",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 그냥 딥하게 배우는 거 아닌가",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 그냥 딥하게 배우는 거 아닌가",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 그냥 딥하게 배우는 거 아닌가",LLM Fine-Tuning 의 PEFT,0.0
